id:ID(KG),:LABEL,name,description,xref,provided_by,source
MONDO:0032603,Disease,Postaxial polydactyly type A,Postaxial polydactyly type A,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032606,Disease,"Mitochondrial complex I deficiency, nuclear type 2","Mitochondrial complex I deficiency, nuclear type 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032607,Disease,DICER1-related tumor predisposition,DICER1-related tumor predisposition,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032609,Disease,"Mitochondrial complex I deficiency, nuclear type 4","Mitochondrial complex I deficiency, nuclear type 4",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032610,Disease,"Mitochondrial complex I deficiency, nuclear type 5","Mitochondrial complex I deficiency, nuclear type 5",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032612,Disease,"Mitochondrial complex I deficiency, nuclear type 7","Mitochondrial complex I deficiency, nuclear type 7",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032614,Disease,"Epidermodysplasia verruciformis, susceptibility to, 2","Epidermodysplasia verruciformis, susceptibility to, 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032615,Disease,"Mitochondrial complex I deficiency, nuclear type 9","Mitochondrial complex I deficiency, nuclear type 9",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032618,Disease,Cystic Leukoencephalopathy,Cystic Leukoencephalopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032619,Disease,"Mitochondrial complex I deficiency, nuclear type 14","Mitochondrial complex I deficiency, nuclear type 14",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032621,Disease,"Mitochondrial complex I deficiency, nuclear type 16","Mitochondrial complex I deficiency, nuclear type 16",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032622,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032623,Disease,"Mitochondrial complex I deficiency, nuclear type 18","Mitochondrial complex I deficiency, nuclear type 18",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032625,Disease,"Mitochondrial complex I deficiency, nuclear type 21","Mitochondrial complex I deficiency, nuclear type 21",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032627,Disease,"Mitochondrial complex I deficiency, nuclear type 23","Mitochondrial complex I deficiency, nuclear type 23",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032629,Disease,"Mitochondrial complex I deficiency, nuclear type 25","Mitochondrial complex I deficiency, nuclear type 25",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032630,Disease,"Mitochondrial complex I deficiency, nuclear type 26","Mitochondrial complex I deficiency, nuclear type 26",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032631,Disease,Combined oxidative phosphorylation defect type 15,Combined oxidative phosphorylation defect type 15,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032633,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032634,Disease,"Mitochondrial complex I deficiency, nuclear type 31","Mitochondrial complex I deficiency, nuclear type 31",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032642,Disease,"Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development","Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032645,Disease,Trichohepatoneurodevelopmental syndrome,Trichohepatoneurodevelopmental syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032648,Disease,Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations,Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032649,Disease,Hypotrichosis 14,Hypotrichosis 14,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032664,Disease,Abnormal cardiovascular system morphology,Abnormal cardiovascular system morphology,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032665,Disease,"Intellectual developmental disorder, autosomal recessive 68","Intellectual developmental disorder, autosomal recessive 68",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032678,Disease,"Developmental and epileptic encephalopathy, 71","Developmental and epileptic encephalopathy, 71",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032680,Disease,Global developmental delay with or without impaired intellectual development,Global developmental delay with or without impaired intellectual development,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032688,Disease,"Ehlers-Danlos syndrome, type 4","Ehlers-Danlos syndrome, type 4",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032703,Disease,"Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis","Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032705,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032721,Disease,"Spondyloepiphyseal dysplasia, kondo-fu type","Spondyloepiphyseal dysplasia, kondo-fu type",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032730,Disease,"Leukodystrophy, hypomyelinating, 18","Leukodystrophy, hypomyelinating, 18",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032733,Disease,"Global developmental delay, progressive ataxia, and elevated glutamine","Global developmental delay, progressive ataxia, and elevated glutamine",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032736,Disease,"Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression","Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032738,Disease,"Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy","Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032739,Disease,"Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy","Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032751,Disease,Freeman-Sheldon syndrome,Freeman-Sheldon syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032766,Disease,"Familial amyloid polyneuropathy, Iowa type","Familial amyloid polyneuropathy, Iowa type",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032772,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032777,Disease,"Generalized epilepsy with febrile seizures plus, type 10","Generalized epilepsy with febrile seizures plus, type 10",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032792,Disease,"Neuropathy, hereditary motor and sensory, type VIc, with optic atrophy","Neuropathy, hereditary motor and sensory, type VIc, with optic atrophy",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032800,Disease,"Robinow syndrome, autosomal recessive 2","Robinow syndrome, autosomal recessive 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032803,Disease,Immunodeficiency 64,Immunodeficiency 64,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032805,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032807,Disease,Neurodevelopmental disorder with visual defects and brain anomalies,Neurodevelopmental disorder with visual defects and brain anomalies,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032808,Disease,"Developmental and epileptic encephalopathy, 77","Developmental and epileptic encephalopathy, 77",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032811,Disease,Leber congenital amaurosis 1,Leber congenital amaurosis 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032828,Disease,Amyotrophic lateral sclerosis type 1,Amyotrophic lateral sclerosis type 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032831,Disease,"Pontocerebellar hypoplasia, type 13","Pontocerebellar hypoplasia, type 13",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032837,Disease,Coronary artery disorder;Hypertriglyceridemia;Diabetes;Hypertensive disorder,Coronary artery disorder;Hypertriglyceridemia;Diabetes;Hypertensive disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032838,Disease,"Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies","Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032842,Disease,Siddiqi syndrome,Siddiqi syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032845,Disease,Spermatogenic failure 39,Spermatogenic failure 39,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032851,Disease,Intellectual developmental disorder with impaired language and dysmorphic facies,Intellectual developmental disorder with impaired language and dysmorphic facies,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032862,Disease,"Hydrocephalus, congenital communicating, 1","Hydrocephalus, congenital communicating, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032869,Disease,"Mitochondrial complex 5 (ATP synthase) deficiency, nuclear type 6","Mitochondrial complex 5 (ATP synthase) deficiency, nuclear type 6",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032873,Disease,Retinitis pigmentosa 20,Retinitis pigmentosa 20,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032876,Disease,Intellectual disability,Intellectual disability,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032884,Disease,neuro-ectodermal phenotype,neuro-ectodermal phenotype,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032886,Disease,Liang-Wang syndrome,Liang-Wang syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032889,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032890,Disease,Intellectual disability;Neurodevelopmental delay;Seizure,Intellectual disability;Neurodevelopmental delay;Seizure,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032897,Disease,Intellectual developmental disorder with hypotonia and behavioral abnormalities,Intellectual developmental disorder with hypotonia and behavioral abnormalities,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032900,Disease,Severe neurodevelopmental delay,Severe neurodevelopmental delay,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032903,Disease,"Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum","Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032909,Disease,Propionic acidemia;Cardiomyopathy;Lactic acidosis,Propionic acidemia;Cardiomyopathy;Lactic acidosis,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032910,Disease,Mitochondrial disease,Mitochondrial disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032912,Disease,Coffin-Siris syndrome 11,Coffin-Siris syndrome 11,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032913,Disease,"Congenital heart defects, multiple types, 7","Congenital heart defects, multiple types, 7",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032914,Disease,"Ciliary dyskinesia, primary, 44","Ciliary dyskinesia, primary, 44",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032915,Disease,Long QT syndrome 1,Long QT syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032918,Disease,"Developmental and epileptic encephalopathy, 84","Developmental and epileptic encephalopathy, 84",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032922,Disease,Beck-Fahrner syndrome,Beck-Fahrner syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032928,Disease,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy","T-cell immunodeficiency, congenital alopecia, and nail dystrophy",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032931,Disease,Harel-Yoon syndrome,Harel-Yoon syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032935,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0032939,Disease,Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome,Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033004,Disease,Autosomal recessive polycystic kidney disease,Autosomal recessive polycystic kidney disease,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033008,Disease,Microcephaly,Microcephaly,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033091,Disease,Autosomal recessive congenital ichthyosis 2,Autosomal recessive congenital ichthyosis 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033092,Disease,"Ichthyosis, congenital, autosomal recessive 13","Ichthyosis, congenital, autosomal recessive 13",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033123,Disease,Exudative vitreoretinopathy 7,Exudative vitreoretinopathy 7,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033204,Disease,Spermatogenic failure 18,Spermatogenic failure 18,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033260,Disease,"Hearing loss, autosomal dominant 73","Hearing loss, autosomal dominant 73",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033261,Disease,Familial cold autoinflammatory syndrome 1,Familial cold autoinflammatory syndrome 1,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033311,Disease,Joubert syndrome 33,Joubert syndrome 33,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033362,Disease,Early-onset Parkinson disease 20,Early-onset Parkinson disease 20,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033373,Disease,"Developmental and epileptic encephalopathy, 64","Developmental and epileptic encephalopathy, 64",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033481,Disease,Spinocerebellar ataxia 46,Spinocerebellar ataxia 46,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033493,Disease,"Fibromatosis, gingival, 5","Fibromatosis, gingival, 5",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033547,Disease,Li-Ghorbani-Weisz-Hubshman syndrome,Li-Ghorbani-Weisz-Hubshman syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033549,Disease,Optic atrophy,Optic atrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033563,Disease,Retinitis pigmentosa 90,Retinitis pigmentosa 90,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033565,Disease,Oocyte maturation defect 9,Oocyte maturation defect 9,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033613,Disease,Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities,Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033614,Disease,"Spastic paraplegia 83, autosomal recessive","Spastic paraplegia 83, autosomal recessive",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033621,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033638,Disease,"Mitochondrial complex IV deficiency, nuclear type 8","Mitochondrial complex IV deficiency, nuclear type 8",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033640,Disease,"Vitamin D-dependent rickets, type 3","Vitamin D-dependent rickets, type 3",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033645,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033652,Disease,"Mitochondrial complex IV deficiency, nuclear type 17","Mitochondrial complex IV deficiency, nuclear type 17",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033656,Disease,"Mitochondrial complex IV deficiency, nuclear type 21","Mitochondrial complex IV deficiency, nuclear type 21",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033658,Disease,Neurodevelopmental disorder with seizures and brain atrophy,Neurodevelopmental disorder with seizures and brain atrophy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033664,Disease,Kilquist syndrome,Kilquist syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033665,Disease,Hearing loss,Hearing loss,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033669,Disease,Noonan syndrome 13,Noonan syndrome 13,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033671,Disease,Spermatogenic failure 45,Spermatogenic failure 45,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0033673,Disease,Spermatogenic failure 46,Spermatogenic failure 46,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0034021,Disease,Ehlers-Danlos syndrome progeroid type,Ehlers-Danlos syndrome progeroid type,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0034106,Disease,"Developmental and epileptic encephalopathy, 73","Developmental and epileptic encephalopathy, 73",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0034121,Disease,NAD(P)HX dehydratase deficiency,NAD(P)HX dehydratase deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0034145,Disease,Oculocerebrodental syndrome,Oculocerebrodental syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0035133,Disease,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0035660,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0035819,Disease,Syndromic congenital hemolytic and dyserythropoietic anemia,Syndromic congenital hemolytic and dyserythropoietic anemia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0036484,Disease,"Charcot-Marie-Tooth disease, dominant intermediate G","Charcot-Marie-Tooth disease, dominant intermediate G",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0040503,Disease,Blepharocheilodontic syndrome 2,Blepharocheilodontic syndrome 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0042486,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0042982,Disease,Monocytopenia with susceptibility to infections,Monocytopenia with susceptibility to infections,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044300,Disease,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044302,Disease,"Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder","Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044324,Disease,Al Kaissi syndrome,Al Kaissi syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044326,Disease,Retinitis pigmentosa 59,Retinitis pigmentosa 59,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044348,Disease,Hemoglobinopathy,Hemoglobinopathy,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044714,Disease,Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome,Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044718,Disease,Alkaline ceramidase 3 deficiency,Alkaline ceramidase 3 deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044723,Disease,3-methylglutaconic aciduria type 8,3-methylglutaconic aciduria type 8,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044724,Disease,Inborn genetic diseases,Inborn genetic diseases,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044726,Disease,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044765,Disease,Renal coloboma syndrome,Renal coloboma syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044776,Disease,Premature ovarian failure 10,Premature ovarian failure 10,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044786,Disease,Juvenile nasopharyngeal angiofibroma,Juvenile nasopharyngeal angiofibroma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0044792,Disease,"Thyroid cancer, nonmedullary, 2","Thyroid cancer, nonmedullary, 2",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054588,Disease,Noonan syndrome-like disorder with loose anagen hair 2,Noonan syndrome-like disorder with loose anagen hair 2,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054591,Disease,Stankiewicz-Isidor syndrome,Stankiewicz-Isidor syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054593,Disease,"Microcephaly 18, primary, autosomal dominant","Microcephaly 18, primary, autosomal dominant",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054615,Disease,Spermatogenic failure 18,Spermatogenic failure 18,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054636,Disease,Skraban-Deardorff syndrome,Skraban-Deardorff syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054654,Disease,Combined oxidative phosphorylation deficiency 32,Combined oxidative phosphorylation deficiency 32,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054695,Disease,"Myopathy, centronuclear, 6, with fiber-type disproportion","Myopathy, centronuclear, 6, with fiber-type disproportion",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054698,Disease,"PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC","PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 1, DIGENIC",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054742,Disease,Combined oxidative phosphorylation deficiency 35,Combined oxidative phosphorylation deficiency 35,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054748,Disease,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054750,Disease,Permanent neonatal diabetes mellitus,Permanent neonatal diabetes mellitus,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054754,Disease,Frontotemporal dementia and/or amyotrophic lateral sclerosis 4,Frontotemporal dementia and/or amyotrophic lateral sclerosis 4,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054761,Disease,"Microcephaly 20, primary, autosomal recessive","Microcephaly 20, primary, autosomal recessive",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054782,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054785,Disease,Multiple mitochondrial dysfunctions syndrome 6,Multiple mitochondrial dysfunctions syndrome 6,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054791,Disease,"Leukodystrophy, hypomyelinating, 16","Leukodystrophy, hypomyelinating, 16",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054794,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054801,Disease,HEMOGLOBIN ANDREW-MINNEAPOLIS,HEMOGLOBIN ANDREW-MINNEAPOLIS,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054833,Disease,"Charcot-Marie-tooth disease, axonal, type 2DD","Charcot-Marie-tooth disease, axonal, type 2DD",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054837,Disease,"Intellectual disability, autosomal dominant 57","Intellectual disability, autosomal dominant 57",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054838,Disease,"Cardiomyopathy, familial hypertrophic 27","Cardiomyopathy, familial hypertrophic 27",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054861,Disease,"Intellectual disability, autosomal dominant 53;Intellectual disability, autosomal recessive 63","Intellectual disability, autosomal dominant 53;Intellectual disability, autosomal recessive 63",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054865,Disease,Encephalopathy due to mitochondrial and peroxisomal fission defect,Encephalopathy due to mitochondrial and peroxisomal fission defect,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0054868,Disease,Meconium ileus,Meconium ileus,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060491,Disease,"Developmental and epileptic encephalopathy, 17","Developmental and epileptic encephalopathy, 17",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060496,Disease,"Neurodevelopmental disorder with hypotonia, neuropathy, and deafness","Neurodevelopmental disorder with hypotonia, neuropathy, and deafness",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060502,Disease,"Neurodevelopmental disorder with hypotonia, seizures, and absent language","Neurodevelopmental disorder with hypotonia, seizures, and absent language",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060507,Disease,Retinal dystrophy with or without macular staphyloma,Retinal dystrophy with or without macular staphyloma,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060527,Disease,Maleylacetoacetate isomerase deficiency,Maleylacetoacetate isomerase deficiency,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060549,Disease,"Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay","Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060551,Disease,"Cerebellar atrophy, developmental delay, and seizures","Cerebellar atrophy, developmental delay, and seizures",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060554,Disease,Congenital NAD deficiency disorder,Congenital NAD deficiency disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060555,Disease,Congenital NAD deficiency disorder,Congenital NAD deficiency disorder,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060582,Disease,Auditory neuropathy-optic atrophy syndrome,Auditory neuropathy-optic atrophy syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060591,Disease,"Immunodeficiency, developmental delay, and hypohomocysteinemia","Immunodeficiency, developmental delay, and hypohomocysteinemia",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060592,Disease,Sweeney-Cox syndrome,Sweeney-Cox syndrome,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060611,Disease,Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060621,Disease,"Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy","Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy",,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060622,Disease,8 conditions,8 conditions,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060631,Disease,6 conditions,6 conditions,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060666,Disease,,,,ClinVar:PhenotypeIDS,NCBI ClinVar
MONDO:0060670,Disease,"Amyotrophic lateral sclerosis, susceptibility to, 25","Amyotrophic lateral sclerosis, susceptibility to, 25",,ClinVar:PhenotypeIDS,NCBI ClinVar
